Country,Year,Begin,End,EDI before,EDI end,Type,Time,Original_regime,Region
Laos,1962,1959,1962,0.34,0.21,,Pre-third Wave,Autocracy,East Asia and Pacific
Lesotho,1969,1969,1971,0.36,0.12,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Lesotho,1970,1969,1971,0.36,0.12,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Lesotho,1971,1969,1971,0.36,0.12,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Liberia,1980,1980,1981,0.24,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Liberia,1981,1980,1981,0.24,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Liberia,1988,1988,1990,0.27,0.14,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Liberia,1989,1988,1990,0.27,0.14,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Liberia,1990,1988,1990,0.27,0.14,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Madagascar,1973,1973,1973,0.26,0.15,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Malawi,1971,1971,1972,0.22,0.07,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Malawi,1972,1971,1972,0.22,0.07,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Malaysia,1964,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Malaysia,1965,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Malaysia,1966,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Malaysia,1967,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Malaysia,1968,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Malaysia,1969,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Malaysia,1970,1964,1970,0.33,0.15,,Pre-third Wave,Autocracy,East Asia and Pacific
Mali,1965,1965,1969,0.25,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Mali,1966,1965,1969,0.25,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Mali,1967,1965,1969,0.25,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Mali,1968,1965,1969,0.25,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Mali,1969,1965,1969,0.25,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Mauritania,1978,1978,1979,0.21,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Mauritania,1979,1978,1979,0.21,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Nepal,1961,1961,1961,0.25,0.11,,Pre-third Wave,Autocracy,South Asia
Niger,1974,1974,1975,0.21,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Niger,1975,1974,1975,0.21,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Nigeria,1983,1983,1984,0.4,0.19,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Nigeria,1984,1983,1984,0.4,0.19,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Pakistan,1978,1978,1978,0.24,0.12,,Pre-third Wave,Autocracy,South Asia
Panama,1946,1946,1947,0.32,0.18,,Pre-third Wave,Autocracy,Latin America and Caribbean
Panama,1947,1946,1947,0.32,0.18,,Pre-third Wave,Autocracy,Latin America and Caribbean
Peru,1919,1919,1920,0.28,0.15,,Pre-third Wave,Autocracy,Latin America and Caribbean
Peru,1920,1919,1920,0.28,0.15,,Pre-third Wave,Autocracy,Latin America and Caribbean
Peru,1948,1948,1949,0.32,0.09,,Pre-third Wave,Autocracy,Latin America and Caribbean
Peru,1949,1948,1949,0.32,0.09,,Pre-third Wave,Autocracy,Latin America and Caribbean
Peru,1968,1968,1969,0.44,0.1,,Pre-third Wave,Autocracy,Latin America and Caribbean
Peru,1969,1968,1969,0.44,0.1,,Pre-third Wave,Autocracy,Latin America and Caribbean
Philippines,1941,1941,1942,0.27,0.06,,Pre-third Wave,Autocracy,East Asia and Pacific
Philippines,1942,1941,1942,0.27,0.06,,Pre-third Wave,Autocracy,East Asia and Pacific
Philippines,1969,1969,1973,0.43,0.08,,Pre-third Wave,Autocracy,East Asia and Pacific
Philippines,1970,1969,1973,0.43,0.08,,Pre-third Wave,Autocracy,East Asia and Pacific
Philippines,1971,1969,1973,0.43,0.08,,Pre-third Wave,Autocracy,East Asia and Pacific
Philippines,1972,1969,1973,0.43,0.08,,Pre-third Wave,Autocracy,East Asia and Pacific
Philippines,1973,1969,1973,0.43,0.08,,Pre-third Wave,Autocracy,East Asia and Pacific
Portugal,1926,1926,1927,0.26,0.05,,Pre-third Wave,Autocracy,Europe and Central Asia
Portugal,1927,1926,1927,0.26,0.05,,Pre-third Wave,Autocracy,Europe and Central Asia
Romania,1938,1938,1940,0.22,0.12,,Pre-third Wave,Autocracy,Europe and Central Asia
Romania,1939,1938,1940,0.22,0.12,,Pre-third Wave,Autocracy,Europe and Central Asia
Romania,1940,1938,1940,0.22,0.12,,Pre-third Wave,Autocracy,Europe and Central Asia
Rwanda,1973,1973,1974,0.26,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Rwanda,1974,1973,1974,0.26,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Serbia,1940,1940,1942,0.16,0.06,,Pre-third Wave,Autocracy,Europe and Central Asia
Serbia,1941,1940,1942,0.16,0.06,,Pre-third Wave,Autocracy,Europe and Central Asia
Serbia,1942,1940,1942,0.16,0.06,,Pre-third Wave,Autocracy,Europe and Central Asia
Seychelles,1977,1977,1978,0.29,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Seychelles,1978,1977,1978,0.29,0.11,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Sierra Leone,1967,1967,1968,0.4,0.18,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Sierra Leone,1968,1967,1968,0.4,0.18,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Somalia,1969,1969,1970,0.37,0.08,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Somalia,1970,1969,1970,0.37,0.08,,Pre-third Wave,Autocracy,Sub-Saharan Africa
South Korea,1972,1972,1972,0.3,0.14,,Pre-third Wave,Autocracy,East Asia and Pacific
South Korea,1962,1962,1962,0.33,0.17,,Pre-third Wave,Autocracy,East Asia and Pacific
Spain,1921,1921,1924,0.2,0.07,,Pre-third Wave,Autocracy,Europe and Central Asia
Spain,1922,1921,1924,0.2,0.07,,Pre-third Wave,Autocracy,Europe and Central Asia
Spain,1923,1921,1924,0.2,0.07,,Pre-third Wave,Autocracy,Europe and Central Asia
Spain,1924,1921,1924,0.2,0.07,,Pre-third Wave,Autocracy,Europe and Central Asia
Sudan,1969,1969,1969,0.23,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Sudan,1958,1958,1959,0.3,0.08,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Sudan,1959,1958,1959,0.3,0.08,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Sudan,1989,1989,1990,0.41,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Sudan,1990,1989,1990,0.41,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Suriname,1975,1975,1975,0.56,0.38,,Pre-third Wave,Autocracy,Latin America and Caribbean
Suriname,1991,1991,1991,0.71,0.58,,Pre-third Wave,Autocracy,Latin America and Caribbean
Swaziland,1973,1973,1973,0.22,0.1,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Syria,1958,1958,1959,0.31,0.09,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1959,1958,1959,0.31,0.09,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1949,1949,1952,0.33,0.16,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1950,1949,1952,0.33,0.16,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1951,1949,1952,0.33,0.16,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1952,1949,1952,0.33,0.16,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1963,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1964,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1965,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1966,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1967,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1968,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1969,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Syria,1970,1963,1970,0.28,0.08,,Pre-third Wave,Autocracy,Middle East and North Africa
Thailand,1991,1991,1991,0.38,0.22,,Pre-third Wave,Autocracy,East Asia and Pacific
Thailand,1977,1977,1978,0.26,0.13,,Pre-third Wave,Autocracy,East Asia and Pacific
Thailand,1978,1977,1978,0.26,0.13,,Pre-third Wave,Autocracy,East Asia and Pacific
Togo,1967,1967,1968,0.24,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Togo,1968,1967,1968,0.24,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Turkey,1952,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1953,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1954,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1955,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1956,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1957,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1958,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1959,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1960,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Turkey,1961,1952,1961,0.46,0.19,,Pre-third Wave,Autocracy,Europe and Central Asia
Uganda,1985,1985,1986,0.25,0.13,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1986,1985,1986,0.25,0.13,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1964,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1965,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1966,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1967,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1968,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1969,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1970,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1971,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uganda,1972,1964,1972,0.42,0.09,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Uruguay,1933,1933,1933,0.57,0.45,,Pre-third Wave,Autocracy,Latin America and Caribbean
Uruguay,1921,1921,1921,0.47,0.3,,Pre-third Wave,Autocracy,Latin America and Caribbean
Uruguay,1935,1935,1935,0.48,0.29,,Pre-third Wave,Autocracy,Latin America and Caribbean
Venezuela,1949,1949,1949,0.44,0.11,,Pre-third Wave,Autocracy,Latin America and Caribbean
Vietnam,1963,1963,1964,0.3,0.17,,Pre-third Wave,Autocracy,East Asia and Pacific
Vietnam,1964,1963,1964,0.3,0.17,,Pre-third Wave,Autocracy,East Asia and Pacific
Zambia,1969,1969,1974,0.32,0.2,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Zambia,1970,1969,1974,0.32,0.2,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Zambia,1971,1969,1974,0.32,0.2,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Zambia,1972,1969,1974,0.32,0.2,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Zambia,1973,1969,1974,0.32,0.2,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Zambia,1974,1969,1974,0.32,0.2,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Zanzibar,1964,1964,1964,0.21,0.02,,Pre-third Wave,Autocracy,Sub-Saharan Africa
Armenia,2002,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Armenia,2003,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Armenia,2004,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Armenia,2005,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Armenia,2006,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Armenia,2007,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Armenia,2008,2002,2008,0.44,0.32,,Third Wave,Autocracy,Europe and Central Asia
Azerbaijan,1994,1994,1994,0.4,0.26,,Third Wave,Autocracy,Europe and Central Asia
Bahrain,2011,2011,2015,0.25,0.14,,Third Wave,Autocracy,Middle East and North Africa
Bahrain,2012,2011,2015,0.25,0.14,,Third Wave,Autocracy,Middle East and North Africa
Bahrain,2013,2011,2015,0.25,0.14,,Third Wave,Autocracy,Middle East and North Africa
Bahrain,2014,2011,2015,0.25,0.14,,Third Wave,Autocracy,Middle East and North Africa
Bahrain,2015,2011,2015,0.25,0.14,,Third Wave,Autocracy,Middle East and North Africa
Bangladesh,2014,2014,2015,0.47,0.36,,Third Wave,Autocracy,South Asia
Bangladesh,2015,2014,2015,0.47,0.36,,Third Wave,Autocracy,South Asia
Burundi,2010,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2011,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2012,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2013,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2014,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2015,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2016,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Burundi,2017,2010,2017,0.4,0.16,,Third Wave,Autocracy,Sub-Saharan Africa
Cambodia,2010,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2011,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2012,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2013,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2014,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2015,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2016,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Cambodia,2017,2010,2017,0.35,0.24,,Third Wave,Autocracy,East Asia and Pacific
Central African Republic,1999,1999,2004,0.36,0.21,,Third Wave,Autocracy,Sub-Saharan Africa
Central African Republic,2000,1999,2004,0.36,0.21,,Third Wave,Autocracy,Sub-Saharan Africa
Central African Republic,2001,1999,2004,0.36,0.21,,Third Wave,Autocracy,Sub-Saharan Africa
Central African Republic,2002,1999,2004,0.36,0.21,,Third Wave,Autocracy,Sub-Saharan Africa
Central African Republic,2003,1999,2004,0.36,0.21,,Third Wave,Autocracy,Sub-Saharan Africa
Central African Republic,2004,1999,2004,0.36,0.21,,Third Wave,Autocracy,Sub-Saharan Africa
Comoros,1996,1996,1996,0.45,0.34,,Third Wave,Autocracy,Sub-Saharan Africa
Congo,1997,1997,1998,0.46,0.18,,Third Wave,Autocracy,Sub-Saharan Africa
Congo,1998,1997,1998,0.46,0.18,,Third Wave,Autocracy,Sub-Saharan Africa
Egypt,2013,2013,2014,0.29,0.18,,Third Wave,Autocracy,Middle East and North Africa
Egypt,2014,2013,2014,0.29,0.18,,Third Wave,Autocracy,Middle East and North Africa
The Gambia,1992,1992,1995,0.48,0.11,,Third Wave,Autocracy,Sub-Saharan Africa
The Gambia,1993,1992,1995,0.48,0.11,,Third Wave,Autocracy,Sub-Saharan Africa
The Gambia,1994,1992,1995,0.48,0.11,,Third Wave,Autocracy,Sub-Saharan Africa
The Gambia,1995,1992,1995,0.48,0.11,,Third Wave,Autocracy,Sub-Saharan Africa
Guinea,2009,2009,2009,0.3,0.19,,Third Wave,Autocracy,Sub-Saharan Africa
Guinea-Bissau,2010,2010,2013,0.49,0.24,,Third Wave,Autocracy,Sub-Saharan Africa
Guinea-Bissau,2011,2010,2013,0.49,0.24,,Third Wave,Autocracy,Sub-Saharan Africa
Guinea-Bissau,2012,2010,2013,0.49,0.24,,Third Wave,Autocracy,Sub-Saharan Africa
Guinea-Bissau,2013,2010,2013,0.49,0.24,,Third Wave,Autocracy,Sub-Saharan Africa
Haiti,2000,2000,2005,0.48,0.24,,Third Wave,Autocracy,Latin America and Caribbean
Haiti,2001,2000,2005,0.48,0.24,,Third Wave,Autocracy,Latin America and Caribbean
Haiti,2002,2000,2005,0.48,0.24,,Third Wave,Autocracy,Latin America and Caribbean
Haiti,2003,2000,2005,0.48,0.24,,Third Wave,Autocracy,Latin America and Caribbean
Haiti,2004,2000,2005,0.48,0.24,,Third Wave,Autocracy,Latin America and Caribbean
Haiti,2005,2000,2005,0.48,0.24,,Third Wave,Autocracy,Latin America and Caribbean
Hong Kong,1997,1997,1997,0.38,0.28,,Third Wave,Autocracy,East Asia and Pacific
Ivory Coast,1998,1998,2000,0.42,0.26,,Third Wave,Autocracy,Sub-Saharan Africa
Ivory Coast,1999,1998,2000,0.42,0.26,,Third Wave,Autocracy,Sub-Saharan Africa
Ivory Coast,2000,1998,2000,0.42,0.26,,Third Wave,Autocracy,Sub-Saharan Africa
Lesotho,1995,1995,1995,0.48,0.31,,Third Wave,Autocracy,Sub-Saharan Africa
Liberia,2003,2003,2004,0.37,0.24,,Third Wave,Autocracy,Sub-Saharan Africa
Liberia,2004,2003,2004,0.37,0.24,,Third Wave,Autocracy,Sub-Saharan Africa
Madagascar,2009,2009,2010,0.49,0.23,,Third Wave,Autocracy,Sub-Saharan Africa
Madagascar,2010,2009,2010,0.49,0.23,,Third Wave,Autocracy,Sub-Saharan Africa
Nepal,1994,1994,1994,0.42,0.31,,Third Wave,Autocracy,South Asia
Nepal,1997,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Nepal,1998,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Nepal,1999,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Nepal,2000,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Nepal,2001,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Nepal,2002,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Nepal,2003,1997,2003,0.43,0.23,,Third Wave,Autocracy,South Asia
Niger,1999,1999,1999,0.42,0.31,,Third Wave,Autocracy,Sub-Saharan Africa
Pakistan,1999,1999,2000,0.44,0.21,,Third Wave,Autocracy,South Asia
Pakistan,2000,1999,2000,0.44,0.21,,Third Wave,Autocracy,South Asia
Palestine,2007,2007,2008,0.49,0.22,,Third Wave,Autocracy,Middle East and North Africa
Palestine,2008,2007,2008,0.49,0.22,,Third Wave,Autocracy,Middle East and North Africa
Rwanda,1994,1994,1995,0.31,0.11,,Third Wave,Autocracy,Sub-Saharan Africa
Rwanda,1995,1994,1995,0.31,0.11,,Third Wave,Autocracy,Sub-Saharan Africa
Tajikistan,1993,1993,1995,0.34,0.17,,Third Wave,Autocracy,Europe and Central Asia
Tajikistan,1994,1993,1995,0.34,0.17,,Third Wave,Autocracy,Europe and Central Asia
Tajikistan,1995,1993,1995,0.34,0.17,,Third Wave,Autocracy,Europe and Central Asia
Venezuela,2013,2013,2017,0.44,0.27,,Third Wave,Autocracy,Latin America and Caribbean
Venezuela,2014,2013,2017,0.44,0.27,,Third Wave,Autocracy,Latin America and Caribbean
Venezuela,2015,2013,2017,0.44,0.27,,Third Wave,Autocracy,Latin America and Caribbean
Venezuela,2016,2013,2017,0.44,0.27,,Third Wave,Autocracy,Latin America and Caribbean
Venezuela,2017,2013,2017,0.44,0.27,,Third Wave,Autocracy,Latin America and Caribbean
Yemen,2014,2014,2017,0.36,0.1,,Third Wave,Autocracy,Middle East and North Africa
Yemen,2015,2014,2017,0.36,0.1,,Third Wave,Autocracy,Middle East and North Africa
Yemen,2016,2014,2017,0.36,0.1,,Third Wave,Autocracy,Middle East and North Africa
Yemen,2017,2014,2017,0.36,0.1,,Third Wave,Autocracy,Middle East and North Africa
